PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,FP
Ziaire Williams,MEM,MEM vs. PHX,11/24/2023,L,2,0,0,1,0,0,1,0,0,0,-,0,0,0,1,0,0,0,1,-4,1.5
Desmond Bane,MEM,MEM vs. PHX,11/24/2023,L,34,6,3,12,25,0,5,0,0,0,-,0,5,5,10,1,0,3,3,-10,27
Jusuf Nurkic,PHX,PHX @ MEM,11/24/2023,W,33,6,2,5,40,0,2,0,2,4,50,2,9,11,6,2,2,2,2,14,38.2
Daniel Theis,LAC,LAC vs. NOP,11/24/2023,L,21,3,1,3,33.3,1,2,50,0,0,-,0,4,4,2,0,3,1,2,5,18.8
P.J. Tucker,LAC,LAC vs. NOP,11/24/2023,L,22,0,0,2,0,0,2,0,0,0,-,2,0,2,3,1,0,0,4,7,9.9
Russell Westbrook,LAC,LAC vs. NOP,11/24/2023,L,14,3,1,8,12.5,0,2,0,1,2,50,1,3,4,2,0,1,0,2,-8,13.8
Jonas Valanciunas,NOP,NOP @ LAC,11/24/2023,W,28,12,4,6,66.7,2,2,100,2,2,100,2,6,8,4,1,0,1,4,15,29.6
Jordan Hawkins,NOP,NOP @ LAC,11/24/2023,W,20,8,3,5,60,2,4,50,0,0,-,0,4,4,1,0,0,0,1,3,14.3
Jose Alvarado,NOP,NOP @ LAC,11/24/2023,W,16,4,1,6,16.7,0,2,0,2,2,100,1,4,5,1,1,0,1,0,-12,13.5
Terance Mann,LAC,LAC vs. NOP,11/24/2023,L,24,7,3,4,75,1,1,100,0,0,-,0,2,2,5,2,1,0,5,-4,25.9
Davis Bertans,OKC,OKC vs. PHI,11/25/2023,L,10,5,1,3,33.3,1,2,50,2,3,66.7,0,1,1,1,0,0,0,2,9,7.7
Caris LeVert,CLE,CLE vs. LAL,11/25/2023,L,26,6,3,9,33.3,0,4,0,0,0,-,0,1,1,8,1,0,0,2,-2,22.2
Evan Mobley,CLE,CLE vs. LAL,11/25/2023,L,36,18,8,12,66.7,0,0,-,2,3,66.7,1,5,6,6,4,1,2,3,-5,47.2
Ousmane Dieng,OKC,OKC vs. PHI,11/25/2023,L,8,0,0,2,0,0,1,0,0,0,-,1,0,1,2,0,0,0,1,8,4.2
Cason Wallace,OKC,OKC vs. PHI,11/25/2023,L,14,0,0,2,0,0,0,-,0,0,-,1,0,1,1,0,0,0,1,-15,2.7
Luguentz Dort,OKC,OKC vs. PHI,11/25/2023,L,25,5,2,5,40,1,3,33.3,0,1,0,1,1,2,0,0,0,1,3,-13,6.4
Paul Reed,PHI,PHI @ OKC,11/25/2023,W,11,5,2,4,50,1,1,100,0,0,-,2,1,3,0,0,0,2,1,-3,6.6
Marcus Morris Sr.,PHI,PHI @ OKC,11/25/2023,W,15,0,0,2,0,0,2,0,0,0,-,1,2,3,0,0,0,1,3,-10,2.6
Jaylin Williams,OKC,OKC vs. PHI,11/25/2023,L,26,8,3,9,33.3,2,5,40,0,0,-,1,5,6,5,0,0,0,4,-1,22.7
Nicolas Batum,PHI,PHI @ OKC,11/25/2023,W,32,14,4,7,57.1,3,6,50,3,4,75,4,3,7,3,0,2,1,0,14,31.9
De'Anthony Melton,PHI,PHI @ OKC,11/25/2023,W,30,14,5,12,41.7,3,8,37.5,1,2,50,3,4,7,5,0,1,0,3,4,32.9
Joel Embiid,PHI,PHI @ OKC,11/25/2023,W,37,35,8,18,44.4,0,4,0,19,21,90.5,4,7,11,9,1,4,4,5,7,72.7
Aaron Wiggins,OKC,OKC vs. PHI,11/25/2023,L,20,7,2,4,50,1,3,33.3,2,4,50,2,1,3,1,0,0,0,1,0,12.1
Shai Gilgeous-Alexander,OKC,OKC vs. PHI,11/25/2023,L,36,31,10,21,47.6,1,2,50,10,10,100,3,3,6,5,2,0,1,3,1,50.7
Isaiah Joe,OKC,OKC vs. PHI,11/25/2023,L,26,13,4,14,28.6,3,12,25,2,2,100,0,3,3,2,0,0,0,3,3,19.6
Chet Holmgren,OKC,OKC vs. PHI,11/25/2023,L,32,33,13,21,61.9,5,11,45.5,2,2,100,1,5,6,2,0,3,1,3,4,51.2
Jared Butler,WAS,WAS vs. ATL,11/25/2023,L,16,13,5,8,62.5,2,4,50,1,1,100,0,2,2,5,2,1,2,4,-5,29.9
Bilal Coulibaly,WAS,WAS vs. ATL,11/25/2023,L,32,7,3,5,60,1,2,50,0,0,-,0,3,3,2,1,1,3,1,-1,16.6
Johnny Davis,WAS,WAS vs. ATL,11/25/2023,L,16,4,2,5,40,0,1,0,0,0,-,0,3,3,2,1,0,1,1,5,12.6
Eugene Omoruyi,WAS,WAS vs. ATL,11/25/2023,L,12,10,4,6,66.7,0,1,0,2,2,100,2,1,3,1,1,0,0,1,1,18.1
Anthony Gill,WAS,WAS vs. ATL,11/25/2023,L,18,10,4,6,66.7,0,1,0,2,2,100,1,2,3,1,0,0,2,1,-8,13.1
Patty Mills,ATL,ATL @ WAS,11/25/2023,W,5,3,1,2,50,1,1,100,0,0,-,0,1,1,0,0,0,0,0,-2,4.2
AJ Griffin,ATL,ATL @ WAS,11/25/2023,W,6,6,2,3,66.7,2,3,66.7,0,0,-,0,0,0,0,0,0,0,0,-4,6
Trent Forrest,ATL,ATL @ WAS,11/25/2023,W,9,2,1,2,50,0,0,-,0,0,-,0,0,0,2,0,0,1,1,-7,4
Garrison Mathews,ATL,ATL @ WAS,11/25/2023,W,14,6,2,3,66.7,2,3,66.7,0,0,-,1,1,2,1,0,0,0,1,1,9.9
Bruno Fernando,ATL,ATL @ WAS,11/25/2023,W,5,5,2,2,100,0,0,-,1,1,100,1,0,1,0,0,0,1,0,-2,5.2
Kris Dunn,UTA,UTA vs. NOP,11/25/2023,W,19,8,4,7,57.1,0,0,-,0,0,-,1,2,3,2,2,0,2,3,2,18.6
De'Andre Hunter,ATL,ATL @ WAS,11/25/2023,W,31,20,7,11,63.6,3,5,60,3,3,100,1,3,4,0,2,0,2,4,21,28.8
Onyeka Okongwu,ATL,ATL @ WAS,11/25/2023,W,25,9,3,6,50,0,1,0,3,4,75,3,3,6,1,1,1,0,2,9,23.7
Saddiq Bey,ATL,ATL @ WAS,11/25/2023,W,32,13,6,14,42.9,0,4,0,1,2,50,3,6,9,1,1,0,1,1,30,27.3
Bogdan Bogdanovic,ATL,ATL @ WAS,11/25/2023,W,21,15,6,9,66.7,3,3,100,0,1,0,0,3,3,1,1,0,2,3,13,21.1
Jarrett Allen,CLE,CLE vs. LAL,11/25/2023,L,37,21,9,12,75,0,0,-,3,4,75,5,9,14,3,3,2,2,3,-3,55.3
Donovan Mitchell,CLE,CLE vs. LAL,11/25/2023,L,35,22,4,18,22.2,2,6,33.3,12,13,92.3,0,5,5,6,1,0,1,0,-2,39
Naji Marshall,NOP,NOP @ UTA,11/25/2023,L,21,5,2,6,33.3,1,2,50,0,0,-,0,3,3,4,0,0,0,1,-2,14.6
Jonas Valanciunas,NOP,NOP @ UTA,11/25/2023,L,26,8,3,10,30,0,2,0,2,4,50,5,2,7,2,1,0,1,2,-17,21.4
Walker Kessler,UTA,UTA vs. NOP,11/25/2023,W,21,11,5,10,50,0,1,0,1,1,100,6,5,11,0,1,2,3,5,-1,30.2
Larry Nance Jr.,NOP,NOP @ UTA,11/25/2023,L,12,0,0,0,-,0,0,-,0,0,-,1,2,3,0,3,0,1,1,-2,11.6
Talen Horton-Tucker,UTA,UTA vs. NOP,11/25/2023,W,22,5,2,5,40,1,3,33.3,0,0,-,0,3,3,4,0,0,2,1,9,12.6
Ochai Agbaji,UTA,UTA vs. NOP,11/25/2023,W,22,9,3,8,37.5,2,7,28.6,1,1,100,0,1,1,3,3,0,1,1,5,22.7
Kelly Olynyk,UTA,UTA vs. NOP,11/25/2023,W,24,13,4,6,66.7,3,3,100,2,2,100,1,5,6,3,1,1,3,0,11,27.7
Omer Yurtseven,UTA,UTA vs. NOP,11/25/2023,W,27,6,3,6,50,0,3,0,0,0,-,2,5,7,0,1,2,0,0,4,23.4
Collin Sexton,UTA,UTA vs. NOP,11/25/2023,W,28,16,5,13,38.5,3,8,37.5,3,4,75,2,1,3,6,0,0,2,0,3,26.6
Jordan Hawkins,NOP,NOP @ UTA,11/25/2023,L,40,25,8,17,47.1,5,12,41.7,4,5,80,1,5,6,3,1,0,4,1,4,35.7
Cody Zeller,NOP,NOP @ UTA,11/25/2023,L,21,4,2,2,100,0,0,-,0,0,-,2,4,6,5,0,1,0,0,14,21.7
Simone Fontecchio,UTA,UTA vs. NOP,11/25/2023,W,26,10,3,8,37.5,2,7,28.6,2,2,100,0,3,3,0,0,1,2,1,0,14.6
Dyson Daniels,NOP,NOP @ UTA,11/25/2023,L,34,6,3,14,21.4,0,6,0,0,1,0,1,5,6,5,6,1,5,1,-18,36.7
Jose Alvarado,NOP,NOP @ UTA,11/25/2023,L,23,13,5,11,45.5,3,6,50,0,0,-,1,3,4,3,2,1,0,4,11,31.3
Brandon Ingram,NOP,NOP @ UTA,11/25/2023,L,37,26,10,22,45.5,1,4,25,5,8,62.5,1,5,6,8,1,0,1,4,3,47.2
Herbert Jones,NOP,NOP @ UTA,11/25/2023,L,26,13,6,11,54.5,1,4,25,0,0,-,1,0,1,1,1,1,1,3,-18,20.7
John Collins,UTA,UTA vs. NOP,11/25/2023,W,23,12,5,11,45.5,0,2,0,2,2,100,2,7,9,0,0,0,3,1,-6,19.8
Keyonte George,UTA,UTA vs. NOP,11/25/2023,W,27,15,4,13,30.8,4,9,44.4,3,5,60,0,6,6,5,0,0,5,1,-2,24.7
Darius Garland,CLE,CLE vs. LAL,11/25/2023,L,14,6,2,6,33.3,0,1,0,2,2,100,0,1,1,3,1,0,2,1,-3,12.7
Isaac Okoro,CLE,CLE vs. LAL,11/25/2023,L,19,5,2,3,66.7,0,0,-,1,1,100,1,2,3,0,0,1,2,1,7,9.6
Christian Wood,LAL,LAL @ CLE,11/25/2023,W,17,13,5,7,71.4,2,3,66.7,1,1,100,1,2,3,0,0,0,1,1,-8,15.6
Georges Niang,CLE,CLE vs. LAL,11/25/2023,L,23,13,5,13,38.5,3,9,33.3,0,0,-,0,2,2,1,2,0,1,2,7,21.9
Taurean Prince,LAL,LAL @ CLE,11/25/2023,W,32,7,3,8,37.5,1,3,33.3,0,0,-,0,4,4,6,1,2,0,0,12,29.8
Jaxson Hayes,LAL,LAL @ CLE,11/25/2023,W,21,10,5,5,100,0,0,-,0,0,-,0,3,3,1,0,1,1,3,14,17.1
Craig Porter Jr.,CLE,CLE vs. LAL,11/25/2023,L,17,11,5,7,71.4,1,1,100,0,0,-,0,1,1,1,0,0,1,2,-10,12.7
Anthony Davis,LAL,LAL @ CLE,11/25/2023,W,38,32,13,20,65,0,0,-,6,7,85.7,5,8,13,3,2,3,5,3,3,62.1
D'Angelo Russell,LAL,LAL @ CLE,11/25/2023,W,32,10,4,12,33.3,2,6,33.3,0,0,-,0,5,5,5,2,0,4,3,3,25.5
Austin Reaves,LAL,LAL @ CLE,11/25/2023,W,32,15,4,8,50,1,2,50,6,6,100,1,4,5,10,2,0,2,1,-2,40
Max Christie,LAL,LAL @ CLE,11/25/2023,W,33,12,5,7,71.4,2,4,50,0,0,-,1,4,5,3,0,0,1,3,6,21.5
Max Strus,CLE,CLE vs. LAL,11/25/2023,L,34,13,5,11,45.5,3,7,42.9,0,0,-,0,4,4,2,1,0,3,2,-19,20.8
LeBron James,LAL,LAL @ CLE,11/25/2023,W,36,22,8,23,34.8,1,9,11.1,5,7,71.4,1,5,6,6,2,2,4,1,2,46.2
Trae Young,ATL,ATL @ WAS,11/25/2023,W,30,26,9,17,52.9,5,8,62.5,3,3,100,0,6,6,10,2,0,2,1,40,52.2
Landry Shamet,WAS,WAS vs. ATL,11/25/2023,L,17,12,5,9,55.6,2,5,40,0,0,-,0,1,1,2,0,0,1,1,-18,15.2
Seth Curry,DAL,DAL @ LAC,11/25/2023,L,8,3,1,5,20,1,4,25,0,0,-,0,0,0,0,0,0,0,2,-4,3
Olivier-Maxence Prosper,DAL,DAL @ LAC,11/25/2023,L,6,0,0,2,0,0,2,0,0,0,-,0,0,0,0,1,0,0,0,-1,3
Richaun Holmes,DAL,DAL @ LAC,11/25/2023,L,21,0,0,4,0,0,0,-,0,2,0,2,3,5,1,0,2,0,3,-6,13.5
Paul George,LAC,LAC vs. DAL,11/25/2023,W,36,25,9,19,47.4,2,5,40,5,5,100,1,8,9,4,0,0,1,4,19,40.8
Bones Hyland,LAC,LAC vs. DAL,11/25/2023,W,4,3,1,4,25,1,3,33.3,0,0,-,0,0,0,0,0,0,2,0,-1,1
Jaden Hardy,DAL,DAL @ LAC,11/25/2023,L,8,4,1,3,33.3,0,1,0,2,2,100,2,2,4,1,0,0,1,0,1,9.3
Amir Coffey,LAC,LAC vs. DAL,11/25/2023,W,5,0,0,0,-,0,0,-,0,0,-,1,0,1,1,0,0,0,1,-1,2.7
Dante Exum,DAL,DAL @ LAC,11/25/2023,L,18,2,1,4,25,0,1,0,0,0,-,3,5,8,2,1,0,1,1,4,16.6
Terance Mann,LAC,LAC vs. DAL,11/25/2023,W,32,17,7,14,50,0,4,0,3,4,75,2,1,3,1,0,1,0,0,19,25.1
Russell Westbrook,LAC,LAC vs. DAL,11/25/2023,W,25,14,6,9,66.7,0,1,0,2,3,66.7,4,4,8,7,0,0,2,2,1,32.1
Luka Doncic,DAL,DAL @ LAC,11/25/2023,L,38,30,12,27,44.4,1,8,12.5,5,5,100,0,3,3,4,2,2,4,4,-14,47.6
Norman Powell,LAC,LAC vs. DAL,11/25/2023,W,25,15,4,4,100,3,3,100,4,4,100,0,3,3,1,0,0,1,2,2,19.1
Kawhi Leonard,LAC,LAC vs. DAL,11/25/2023,W,29,8,2,12,16.7,0,5,0,4,4,100,0,6,6,3,0,2,2,1,24,23.7
Tim Hardaway Jr.,DAL,DAL @ LAC,11/25/2023,L,29,12,5,14,35.7,2,9,22.2,0,0,-,0,3,3,0,0,0,1,2,-9,14.6
Kyrie Irving,DAL,DAL @ LAC,11/25/2023,L,32,26,11,22,50,3,7,42.9,1,1,100,0,6,6,3,1,0,1,3,1,39.7
Grant Williams,DAL,DAL @ LAC,11/25/2023,L,35,5,2,3,66.7,1,2,50,0,0,-,3,1,4,1,0,0,1,4,-9,10.3
Derrick Jones Jr.,DAL,DAL @ LAC,11/25/2023,L,20,4,1,5,20,1,3,33.3,1,2,50,0,1,1,1,1,1,0,1,-26,12.7
Daniel Theis,LAC,LAC vs. DAL,11/25/2023,W,16,5,2,6,33.3,0,1,0,1,2,50,2,1,3,0,0,1,1,2,-1,10.6
James Harden,LAC,LAC vs. DAL,11/25/2023,W,28,8,2,8,25,2,6,33.3,2,2,100,0,4,4,7,1,2,2,1,14,30.3
Ivica Zubac,LAC,LAC vs. DAL,11/25/2023,W,23,11,5,8,62.5,0,0,-,1,5,20,4,10,14,1,0,0,1,1,18,28.3
Josh Green,DAL,DAL @ LAC,11/25/2023,L,9,0,0,2,0,0,1,0,0,0,-,0,1,1,1,0,0,0,2,-15,2.7
Dwight Powell,DAL,DAL @ LAC,11/25/2023,L,15,2,0,0,-,0,0,-,2,2,100,0,2,2,3,0,0,0,2,-17,8.9
P.J. Tucker,LAC,LAC vs. DAL,11/25/2023,W,8,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,2,3,1.2
Cole Swider,MIA,MIA @ BKN,11/25/2023,L,20,11,4,8,50,3,7,42.9,0,0,-,0,0,0,1,1,1,1,1,-2,17.5
Josh Richardson,MIA,MIA @ BKN,11/25/2023,L,37,11,4,11,36.4,0,5,0,3,3,100,2,3,5,5,0,1,2,1,-16,25.5
Dorian Finney-Smith,BKN,BKN vs. MIA,11/25/2023,W,34,16,7,9,77.8,2,4,50,0,0,-,2,3,5,3,0,1,0,0,23,29.5
Nikola Jovic,MIA,MIA @ BKN,11/25/2023,L,17,1,0,3,0,0,1,0,1,2,50,1,5,6,5,0,0,2,5,-5,13.7
Armoni Brooks,BKN,BKN vs. MIA,11/25/2023,W,4,0,0,3,0,0,2,0,0,0,-,1,2,3,0,0,0,0,0,-3,3.6
Trendon Watford,BKN,BKN vs. MIA,11/25/2023,W,13,7,3,5,60,1,1,100,0,0,-,0,2,2,0,1,0,1,4,-6,11.4
Jamal Cain,MIA,MIA @ BKN,11/25/2023,L,29,7,3,6,50,1,3,33.3,0,1,0,0,3,3,0,1,0,1,1,7,12.6
Caleb Martin,MIA,MIA @ BKN,11/25/2023,L,31,22,9,18,50,1,4,25,3,3,100,4,3,7,3,0,0,2,2,8,32.9
Dariq Whitehead,BKN,BKN vs. MIA,11/25/2023,W,3,1,0,0,-,0,0,-,1,2,50,0,0,0,0,0,1,0,0,-6,4
Noah Clowney,BKN,BKN vs. MIA,11/25/2023,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-6,1.2
Day'Ron Sharpe,BKN,BKN vs. MIA,11/25/2023,W,12,4,0,1,0,0,0,-,4,4,100,0,4,4,1,0,2,0,2,4,16.3
Cameron Johnson,BKN,BKN vs. MIA,11/25/2023,W,35,19,8,13,61.5,2,6,33.3,1,2,50,1,9,10,5,2,0,1,2,29,43.5
Jaime Jaquez Jr.,MIA,MIA @ BKN,11/25/2023,L,31,18,8,15,53.3,2,3,66.7,0,0,-,1,4,5,4,1,0,2,1,-18,31
Royce O'Neale,BKN,BKN vs. MIA,11/25/2023,W,29,6,2,6,33.3,2,5,40,0,0,-,1,1,2,4,2,1,1,4,9,22.4
Spencer Dinwiddie,BKN,BKN vs. MIA,11/25/2023,W,36,14,4,9,44.4,2,7,28.6,4,4,100,0,2,2,11,2,0,3,2,17,35.9
Kyle Lowry,MIA,MIA @ BKN,11/25/2023,L,30,9,3,10,30,2,7,28.6,1,2,50,1,2,3,4,2,0,3,2,-19,21.6
Mikal Bridges,BKN,BKN vs. MIA,11/25/2023,W,33,24,8,19,42.1,3,6,50,5,5,100,1,5,6,3,2,1,3,2,16,41.7
Nic Claxton,BKN,BKN vs. MIA,11/25/2023,W,24,13,5,7,71.4,0,0,-,3,4,75,2,4,6,0,2,3,0,1,3,35.2
Haywood Highsmith,MIA,MIA @ BKN,11/25/2023,L,15,8,3,7,42.9,2,3,66.7,0,0,-,1,3,4,0,0,1,1,2,-22,14.8
Kevin Love,MIA,MIA @ BKN,11/25/2023,L,17,8,3,4,75,0,0,-,2,2,100,3,7,10,2,0,0,1,2,9,22
Lonnie Walker IV,BKN,BKN vs. MIA,11/25/2023,W,14,8,2,6,33.3,2,5,40,2,2,100,0,1,1,0,0,0,2,1,-5,7.2
Thomas Bryant,MIA,MIA @ BKN,11/25/2023,L,13,2,1,5,20,0,1,0,0,0,-,0,1,1,0,1,0,2,1,-17,4.2
Josh Giddey,OKC,OKC vs. PHI,11/25/2023,L,26,10,4,12,33.3,0,1,0,2,2,100,3,4,7,8,0,0,1,4,-13,29.4
Tyrese Maxey,PHI,PHI @ OKC,11/25/2023,W,41,28,8,17,47.1,3,9,33.3,9,11,81.8,1,7,8,3,0,1,1,5,6,44.1
Robert Covington,PHI,PHI @ OKC,11/25/2023,W,21,9,3,5,60,2,3,66.7,1,2,50,0,1,1,0,1,1,0,5,-8,16.2
Tobias Harris,PHI,PHI @ OKC,11/25/2023,W,31,16,6,13,46.2,1,5,20,3,3,100,0,5,5,6,0,0,3,3,20,28
Patrick Beverley,PHI,PHI @ OKC,11/25/2023,W,21,6,2,5,40,1,3,33.3,1,2,50,2,2,4,4,0,0,0,1,-10,16.8
Kenrich Williams,OKC,OKC vs. PHI,11/25/2023,L,19,11,4,5,80,2,3,66.7,1,2,50,0,2,2,2,1,0,0,2,-3,19.4
Kobe Brown,LAC,LAC vs. DAL,11/25/2023,W,5,0,0,2,0,0,1,0,0,0,-,1,2,3,0,0,0,0,0,-1,3.6
Moussa Diabate,LAC,LAC vs. DAL,11/25/2023,W,5,1,0,2,0,0,0,-,1,2,50,2,0,2,0,1,0,0,0,-1,6.4
Jalen Johnson,ATL,ATL @ WAS,11/25/2023,W,8,8,3,4,75,1,2,50,1,2,50,1,0,1,1,2,1,0,0,7,19.7
Deni Avdija,WAS,WAS vs. ATL,11/25/2023,L,17,9,3,8,37.5,1,4,25,2,2,100,1,5,6,2,0,0,3,2,-17,16.2
Clint Capela,ATL,ATL @ WAS,11/25/2023,W,18,12,6,14,42.9,0,0,-,0,2,0,7,4,11,1,0,0,0,2,21,26.7
Kyle Kuzma,WAS,WAS vs. ATL,11/25/2023,L,25,12,4,10,40,2,5,40,2,2,100,2,5,7,8,0,0,5,1,-25,27.4
Daniel Gafford,WAS,WAS vs. ATL,11/25/2023,L,18,12,6,8,75,0,0,-,0,0,-,1,3,4,0,0,2,0,2,-18,22.8
Tyus Jones,WAS,WAS vs. ATL,11/25/2023,L,24,4,2,6,33.3,0,3,0,0,0,-,1,1,2,4,0,0,2,1,-18,10.4
Wesley Matthews,ATL,ATL @ WAS,11/25/2023,W,8,0,0,1,0,0,1,0,0,0,-,0,0,0,1,0,0,0,0,-6,1.5
Dejounte Murray,ATL,ATL @ WAS,11/25/2023,W,27,11,4,14,28.6,1,6,16.7,2,2,100,0,5,5,10,4,0,0,0,19,44
Mike Muscala,WAS,WAS vs. ATL,11/25/2023,L,18,5,2,3,66.7,1,2,50,0,0,-,0,6,6,4,0,2,1,0,-8,23.2
Corey Kispert,WAS,WAS vs. ATL,11/25/2023,L,28,10,3,14,21.4,1,10,10,3,3,100,0,1,1,2,0,0,0,2,-28,14.2
Mike Conley,MIN,MIN @ MEM,11/26/2023,W,32,18,6,11,54.5,6,9,66.7,0,0,-,0,4,4,10,1,0,2,1,8,38.8
Derrick Rose,MEM,MEM vs. MIN,11/26/2023,L,20,12,5,12,41.7,0,2,0,2,2,100,2,0,2,4,1,0,1,2,-3,22.4
Kyle Anderson,MIN,MIN @ MEM,11/26/2023,W,23,6,3,7,42.9,0,1,0,0,0,-,1,5,6,3,0,1,0,3,13,20.7
Santi Aldama,MEM,MEM vs. MIN,11/26/2023,L,27,14,6,15,40,1,7,14.3,1,2,50,2,5,7,2,0,0,1,0,-15,24.4
Jacob Gilyard,MEM,MEM vs. MIN,11/26/2023,L,16,0,0,2,0,0,2,0,0,0,-,0,0,0,1,0,0,0,0,-21,1.5
Max Strus,CLE,CLE vs. TOR,11/26/2023,W,37,20,8,16,50,4,9,44.4,0,0,-,1,10,11,5,0,1,2,4,-4,41.7
Darius Garland,CLE,CLE vs. TOR,11/26/2023,W,41,24,10,16,62.5,3,6,50,1,1,100,0,2,2,8,0,0,5,2,12,33.4
Gary Trent Jr.,TOR,TOR @ CLE,11/26/2023,L,26,13,5,13,38.5,1,7,14.3,2,2,100,0,1,1,0,1,0,1,0,10,16.2
Malachi Flynn,TOR,TOR @ CLE,11/26/2023,L,17,3,1,6,16.7,1,4,25,0,0,-,0,4,4,0,0,0,1,1,-13,6.8
Dennis Schroder,TOR,TOR @ CLE,11/26/2023,L,29,15,5,11,45.5,2,5,40,3,3,100,0,2,2,4,2,0,1,5,10,28.4
Scottie Barnes,TOR,TOR @ CLE,11/26/2023,L,33,15,5,14,35.7,1,4,25,4,5,80,1,7,8,3,1,1,2,1,-20,33.1
OG Anunoby,TOR,TOR @ CLE,11/26/2023,L,34,11,4,12,33.3,2,5,40,1,3,33.3,5,2,7,1,0,1,1,1,11,22.9
Pascal Siakam,TOR,TOR @ CLE,11/26/2023,L,38,18,7,17,41.2,0,4,0,4,6,66.7,4,4,8,6,1,1,4,0,6,38.6
Jakob Poeltl,TOR,TOR @ CLE,11/26/2023,L,35,18,8,9,88.9,0,0,-,2,2,100,4,9,13,2,2,0,1,3,9,41.6
Evan Mobley,CLE,CLE vs. TOR,11/26/2023,W,38,12,5,14,35.7,0,1,0,2,2,100,3,11,14,1,0,2,3,3,-4,33.3
Jarrett Allen,CLE,CLE vs. TOR,11/26/2023,W,27,18,9,10,90,0,0,-,0,0,-,3,1,4,3,0,2,2,4,-13,31.3
Donovan Mitchell,CLE,CLE vs. TOR,11/26/2023,W,34,10,4,17,23.5,0,5,0,2,3,66.7,1,4,5,4,1,0,0,0,1,25
Caris LeVert,CLE,CLE vs. TOR,11/26/2023,W,22,7,3,10,30,1,4,25,0,0,-,0,3,3,1,0,0,0,1,6,12.1
Chris Boucher,TOR,TOR @ CLE,11/26/2023,L,10,5,1,2,50,0,0,-,3,4,75,2,2,4,0,1,0,1,0,-9,11.8
Rudy Gobert,MIN,MIN @ MEM,11/26/2023,W,25,13,5,7,71.4,0,0,-,3,4,75,1,3,4,0,0,2,2,5,16,21.8
Nickeil Alexander-Walker,MIN,MIN @ MEM,11/26/2023,W,34,9,3,7,42.9,2,6,33.3,1,3,33.3,0,1,1,3,1,0,1,2,17,16.7
Anthony Edwards,MIN,MIN @ MEM,11/26/2023,W,34,24,8,14,57.1,1,4,25,7,7,100,0,5,5,7,0,1,2,3,23,41.5
Bismack Biyombo,MEM,MEM vs. MIN,11/26/2023,L,30,10,2,3,66.7,0,0,-,6,10,60,2,3,5,3,1,0,1,1,-16,22.5
David Roddy,MEM,MEM vs. MIN,11/26/2023,L,28,11,4,9,44.4,2,5,40,1,1,100,2,2,4,2,0,0,1,2,-5,17.8
Karl-Anthony Towns,MIN,MIN @ MEM,11/26/2023,W,26,18,7,11,63.6,1,3,33.3,3,3,100,0,8,8,2,1,1,4,5,7,32.6
Desmond Bane,MEM,MEM vs. MIN,11/26/2023,L,34,13,5,16,31.3,3,9,33.3,0,0,-,1,1,2,4,0,0,5,3,-17,16.4
Jaren Jackson Jr.,MEM,MEM vs. MIN,11/26/2023,L,37,18,4,14,28.6,2,6,33.3,8,10,80,0,4,4,3,1,3,2,3,-9,37.3
Ziaire Williams,MEM,MEM vs. MIN,11/26/2023,L,18,11,4,8,50,2,3,66.7,1,2,50,0,2,2,1,0,0,2,5,-9,12.9
Troy Brown Jr.,MIN,MIN @ MEM,11/26/2023,W,18,6,2,4,50,2,4,50,0,0,-,2,2,4,1,0,0,1,1,5,11.3
Shake Milton,MIN,MIN @ MEM,11/26/2023,W,19,6,2,6,33.3,1,3,33.3,1,2,50,0,2,2,3,1,0,1,2,8,14.9
Daishen Nix,MIN,MIN @ MEM,11/26/2023,W,2,3,1,2,50,1,1,100,0,0,-,0,0,0,0,0,0,0,0,3,3
Leonard Miller,MIN,MIN @ MEM,11/26/2023,W,2,2,1,1,100,0,0,-,0,0,-,0,2,2,1,0,0,0,0,3,5.9
Josh Minott,MIN,MIN @ MEM,11/26/2023,W,2,2,1,2,50,0,1,0,0,0,-,0,0,0,0,0,0,0,0,3,2
Jaylen Nowell,MEM,MEM vs. MIN,11/26/2023,L,13,4,2,4,50,0,1,0,0,0,-,1,4,5,3,0,0,0,1,5,14.5
John Konchar,MEM,MEM vs. MIN,11/26/2023,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,0
Vince Williams Jr.,MEM,MEM vs. MIN,11/26/2023,L,10,0,0,2,0,0,2,0,0,0,-,1,2,3,1,1,0,0,1,-11,8.1
Kenneth Lofton Jr.,MEM,MEM vs. MIN,11/26/2023,L,2,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,2
Shaquille Harrison,MEM,MEM vs. MIN,11/26/2023,L,2,2,1,2,50,0,0,-,0,0,-,0,1,1,0,0,1,0,0,-3,6.2
Naz Reid,MIN,MIN @ MEM,11/26/2023,W,22,12,4,9,44.4,1,2,50,3,4,75,2,4,6,0,1,0,1,4,4,21.2
Wesley Matthews,ATL,ATL @ BOS,11/26/2023,L,8,2,1,3,33.3,0,2,0,0,0,-,0,0,0,0,0,0,0,1,-1,2
